Category,ItemId,ItemName,Quantity,Price
Category7,101,Item_101,600,525.54
Category7,102,Item_102,264,277.76
Category7,103,Item_103,664,402.0
Category7,104,Item_104,655,524.38
Category7,105,Item_105,487,241.07
Category7,106,Item_106,335,303.03
Category7,107,Item_107,99,990.65
Category7,108,Item_108,362,55.86
Category7,109,Item_109,722,627.68
Category7,110,Item_110,187,228.6
Category7,111,Item_111,164,840.91
Category7,112,Item_112,383,141.4
Category7,113,Item_113,726,565.19
Category7,114,Item_114,751,911.1
Category7,115,Item_115,892,718.78
Category7,116,Item_116,475,429.37
Category7,117,Item_117,469,859.09
Category7,118,Item_118,984,408.78
Category7,119,Item_119,806,621.03
Category7,120,Item_120,636,94.76
Category7,121,Item_121,35,924.36
Category7,122,Item_122,287,964.25
Category7,123,Item_123,62,381.07
Category7,124,Item_124,918,154.71
Category7,125,Item_125,847,802.05
Category7,126,Item_126,77,81.52
Category7,127,Item_127,85,82.76
Category7,128,Item_128,417,888.35
Category7,129,Item_129,745,442.12
Category7,130,Item_130,288,468.34
Category7,131,Item_131,859,83.35
Category7,132,Item_132,757,128.43
Category7,133,Item_133,133,794.29
Category7,134,Item_134,573,57.32
Category7,135,Item_135,619,170.16
Category7,136,Item_136,397,912.19
Category7,137,Item_137,735,176.35
Category7,138,Item_138,851,434.92
Category7,139,Item_139,70,511.15
Category7,140,Item_140,390,360.92
Category7,141,Item_141,680,408.79
Category7,142,Item_142,887,526.59
Category7,143,Item_143,774,914.8
Category7,144,Item_144,312,288.58
Category7,145,Item_145,137,912.27
Category7,146,Item_146,210,626.08
Category7,147,Item_147,502,313.21
Category7,148,Item_148,39,420.06
Category7,149,Item_149,83,473.9
Category7,150,Item_150,22,341.36
Category7,151,Item_151,229,459.75
Category7,152,Item_152,284,844.88
Category7,153,Item_153,80,141.76
Category7,154,Item_154,473,685.78
Category7,155,Item_155,311,55.25
Category7,156,Item_156,930,796.89
Category7,157,Item_157,215,898.6
Category7,158,Item_158,620,363.5
Category7,159,Item_159,72,806.77
Category7,160,Item_160,181,910.0
Category7,161,Item_161,609,607.5
Category7,162,Item_162,487,188.36
Category7,163,Item_163,344,534.21
Category7,164,Item_164,693,238.4
Category7,165,Item_165,408,684.72
Category7,166,Item_166,6,331.28
Category7,167,Item_167,24,798.63
Category7,168,Item_168,818,954.16
Category7,169,Item_169,378,733.89
Category7,170,Item_170,855,803.12
Category7,171,Item_171,456,979.01
Category7,172,Item_172,979,555.31
Category7,173,Item_173,463,403.81
Category7,174,Item_174,925,359.15
Category7,175,Item_175,287,193.26
Category7,176,Item_176,962,354.84
Category7,177,Item_177,760,845.99
Category7,178,Item_178,992,574.34
Category7,179,Item_179,75,883.71
Category7,180,Item_180,251,889.0
Category7,181,Item_181,248,743.05
Category7,182,Item_182,874,761.31
Category7,183,Item_183,701,739.84
Category7,184,Item_184,858,368.0
Category7,185,Item_185,207,887.3
Category7,186,Item_186,586,849.87
Category7,187,Item_187,348,645.73
Category7,188,Item_188,821,417.66
Category7,189,Item_189,898,426.72
Category7,190,Item_190,202,208.48
Category7,191,Item_191,800,748.81
Category7,192,Item_192,99,361.41
Category7,193,Item_193,13,387.67
Category7,194,Item_194,481,371.93
Category7,195,Item_195,805,231.75
Category7,196,Item_196,525,801.94
Category7,197,Item_197,857,870.39
Category7,198,Item_198,288,537.62
Category7,199,Item_199,922,568.19
Category7,200,Item_200,162,492.1
Category7,201,Item_201,462,97.81
Category7,202,Item_202,554,353.35
Category7,203,Item_203,907,986.93
Category7,204,Item_204,790,476.14
Category7,205,Item_205,236,86.62
Category7,206,Item_206,8,267.55
Category7,207,Item_207,851,381.14
Category7,208,Item_208,21,301.83
Category7,209,Item_209,275,776.62
Category7,210,Item_210,525,330.65
Category7,211,Item_211,557,623.67
Category7,212,Item_212,778,857.69
Category7,213,Item_213,190,124.97
Category7,214,Item_214,212,470.92
Category7,215,Item_215,268,125.0
Category7,216,Item_216,166,736.12
Category7,217,Item_217,989,496.06
Category7,218,Item_218,225,556.81
Category7,219,Item_219,16,735.89
Category7,220,Item_220,646,367.12
Category7,221,Item_221,769,361.54
Category7,222,Item_222,887,263.69
Category7,223,Item_223,938,639.48
Category7,224,Item_224,220,330.62
Category7,225,Item_225,757,588.48
Category7,226,Item_226,753,776.32
Category7,227,Item_227,712,958.27
Category7,228,Item_228,851,243.24
Category7,229,Item_229,370,112.69
Category7,230,Item_230,958,225.03
Category7,231,Item_231,143,875.04
Category7,232,Item_232,757,204.51
Category7,233,Item_233,535,730.94
Category7,234,Item_234,775,667.57
Category7,235,Item_235,479,827.72
Category7,236,Item_236,468,438.0
Category7,237,Item_237,581,524.78
Category7,238,Item_238,505,843.2
Category7,239,Item_239,76,812.14
Category7,240,Item_240,651,414.05
Category7,241,Item_241,1,836.68
Category7,242,Item_242,82,556.6
Category7,243,Item_243,371,314.29
Category7,244,Item_244,624,588.39
Category7,245,Item_245,818,445.94
Category7,246,Item_246,305,612.9
Category7,247,Item_247,867,763.26
Category7,248,Item_248,342,962.5
Category7,249,Item_249,65,780.29
Category7,250,Item_250,900,167.85
Category7,251,Item_251,29,592.74
Category7,252,Item_252,812,696.6
Category7,253,Item_253,462,514.74
Category7,254,Item_254,278,737.26
Category7,255,Item_255,459,684.31
Category7,256,Item_256,72,664.64
Category7,257,Item_257,395,150.68
Category7,258,Item_258,978,749.7
Category7,259,Item_259,136,322.35
Category7,260,Item_260,298,230.14
Category7,261,Item_261,342,124.52
Category7,262,Item_262,193,359.24
Category7,263,Item_263,23,51.59
Category7,264,Item_264,852,711.82
Category7,265,Item_265,922,874.77
Category7,266,Item_266,654,127.31
Category7,267,Item_267,306,818.4
Category7,268,Item_268,604,323.06
Category7,269,Item_269,321,913.48
Category7,270,Item_270,151,957.69
Category7,271,Item_271,948,868.67
Category7,272,Item_272,64,519.94
Category7,273,Item_273,619,280.39
Category7,274,Item_274,524,751.56
Category7,275,Item_275,995,285.21
Category7,276,Item_276,469,424.55
Category7,277,Item_277,585,351.14
Category7,278,Item_278,251,727.19
Category7,279,Item_279,5,364.5
Category7,280,Item_280,545,84.61
Category7,281,Item_281,965,714.47
Category7,282,Item_282,334,969.71
Category7,283,Item_283,219,381.59
Category7,284,Item_284,320,215.23
Category7,285,Item_285,613,867.04
Category7,286,Item_286,528,996.54
Category7,287,Item_287,451,753.18
Category7,288,Item_288,132,95.67
Category7,289,Item_289,976,213.74
Category7,290,Item_290,638,46.49
Category7,291,Item_291,367,332.37
Category7,292,Item_292,451,51.02
Category7,293,Item_293,597,810.61
Category7,294,Item_294,225,373.05
Category7,295,Item_295,523,781.53
Category7,296,Item_296,183,273.07
Category7,297,Item_297,558,230.14
Category7,298,Item_298,115,591.14
Category7,299,Item_299,909,312.91
Category7,300,Item_300,331,902.4
Category7,301,Item_301,605,707.3
Category7,302,Item_302,565,819.09
Category7,303,Item_303,707,29.98
Category7,304,Item_304,776,563.41
Category7,305,Item_305,887,808.1
Category7,306,Item_306,26,26.03
Category7,307,Item_307,991,893.54
Category7,308,Item_308,201,992.75
Category7,309,Item_309,805,402.69
Category7,310,Item_310,76,522.52
Category7,311,Item_311,615,596.41
Category7,312,Item_312,223,325.39
Category7,313,Item_313,71,601.61
Category7,314,Item_314,366,761.63
Category7,315,Item_315,901,65.79
Category7,316,Item_316,651,523.27
Category7,317,Item_317,226,986.78
Category7,318,Item_318,568,211.25
Category7,319,Item_319,374,292.35
Category7,320,Item_320,865,810.75
Category7,321,Item_321,534,28.57
Category7,322,Item_322,798,433.35
Category7,323,Item_323,561,152.16
Category7,324,Item_324,731,527.82
Category7,325,Item_325,491,651.33
Category7,326,Item_326,940,14.6
Category7,327,Item_327,504,145.87
Category7,328,Item_328,153,20.26
Category7,329,Item_329,901,65.48
Category7,330,Item_330,451,750.64
Category7,331,Item_331,505,880.58
Category7,332,Item_332,416,437.77
Category7,333,Item_333,676,296.75
Category7,334,Item_334,53,882.39
Category7,335,Item_335,242,431.32
Category7,336,Item_336,345,823.31
Category7,337,Item_337,404,195.91
Category7,338,Item_338,30,684.93
Category7,339,Item_339,644,793.43
Category7,340,Item_340,641,935.65
Category7,341,Item_341,986,32.38
Category7,342,Item_342,57,424.94
Category7,343,Item_343,139,369.3
Category7,344,Item_344,169,905.59
Category7,345,Item_345,883,112.28
Category7,346,Item_346,526,499.97
Category7,347,Item_347,802,479.8
Category7,348,Item_348,79,489.81
Category7,349,Item_349,535,535.69
Category7,350,Item_350,681,895.07
Category7,351,Item_351,645,931.81
Category7,352,Item_352,805,8.45
Category7,353,Item_353,311,779.96
Category7,354,Item_354,856,360.15
Category7,355,Item_355,355,880.55
Category7,356,Item_356,876,589.38
Category7,357,Item_357,992,270.06
Category7,358,Item_358,159,337.57
Category7,359,Item_359,3,629.17
Category7,360,Item_360,205,249.59
Category7,361,Item_361,121,895.96
Category7,362,Item_362,70,7.85
Category7,363,Item_363,349,2.16
Category7,364,Item_364,949,943.25
Category7,365,Item_365,786,107.35
Category7,366,Item_366,76,507.08
Category7,367,Item_367,999,387.26
Category7,368,Item_368,181,50.84
Category7,369,Item_369,404,402.71
Category7,370,Item_370,459,490.77
Category7,371,Item_371,730,264.17
Category7,372,Item_372,311,27.43
Category7,373,Item_373,802,405.32
Category7,374,Item_374,172,756.13
Category7,375,Item_375,800,566.81
Category7,376,Item_376,836,34.3
Category7,377,Item_377,428,227.79
Category7,378,Item_378,467,548.6
Category7,379,Item_379,85,769.23
Category7,380,Item_380,563,855.58
Category7,381,Item_381,318,429.74
Category7,382,Item_382,260,442.8
Category7,383,Item_383,295,46.97
Category7,384,Item_384,827,116.23
Category7,385,Item_385,257,41.32
Category7,386,Item_386,411,173.53
Category7,387,Item_387,532,44.81
Category7,388,Item_388,144,98.06
Category7,389,Item_389,944,898.64
Category7,390,Item_390,72,233.24
Category7,391,Item_391,545,905.92
Category7,392,Item_392,737,943.23
Category7,393,Item_393,618,858.26
Category7,394,Item_394,769,307.99
Category7,395,Item_395,669,438.81
Category7,396,Item_396,772,181.38
Category7,397,Item_397,301,946.97
Category7,398,Item_398,61,102.61
Category7,399,Item_399,851,682.91
Category7,400,Item_400,551,129.09
Category7,401,Item_401,387,353.0
Category7,402,Item_402,190,286.55
Category7,403,Item_403,390,517.69
Category7,404,Item_404,681,449.03
Category7,405,Item_405,787,266.39
Category7,406,Item_406,295,9.7
Category7,407,Item_407,529,253.73
Category7,408,Item_408,359,998.35
Category7,409,Item_409,574,28.22
Category7,410,Item_410,78,159.99
Category7,411,Item_411,431,781.54
Category7,412,Item_412,923,852.59
Category7,413,Item_413,490,336.68
Category7,414,Item_414,659,154.83
Category7,415,Item_415,512,900.25
Category7,416,Item_416,535,816.42
Category7,417,Item_417,551,835.2
Category7,418,Item_418,638,580.27
Category7,419,Item_419,271,139.69
Category7,420,Item_420,72,529.1
Category7,421,Item_421,789,716.19
Category7,422,Item_422,450,623.2
Category7,423,Item_423,242,627.03
Category7,424,Item_424,869,788.46
Category7,425,Item_425,515,755.76
Category7,426,Item_426,154,333.01
Category7,427,Item_427,809,294.44
Category7,428,Item_428,962,231.61
Category7,429,Item_429,72,910.0
Category7,430,Item_430,112,426.48
Category7,431,Item_431,976,738.41
Category7,432,Item_432,159,447.81
Category7,433,Item_433,863,691.37
Category7,434,Item_434,447,374.53
Category7,435,Item_435,700,719.97
Category7,436,Item_436,378,468.66
Category7,437,Item_437,85,737.29
Category7,438,Item_438,607,126.55
Category7,439,Item_439,669,754.41
Category7,440,Item_440,440,644.43
Category7,441,Item_441,659,874.79
Category7,442,Item_442,521,335.68
Category7,443,Item_443,562,576.21
Category7,444,Item_444,957,983.54
Category7,445,Item_445,141,77.71
Category7,446,Item_446,758,578.24
Category7,447,Item_447,308,290.73
Category7,448,Item_448,396,665.98
Category7,449,Item_449,20,950.26
Category7,450,Item_450,459,373.97
Category7,451,Item_451,865,270.06
Category7,452,Item_452,569,697.92
Category7,453,Item_453,756,109.44
Category7,454,Item_454,276,695.77
Category7,455,Item_455,257,566.69
Category7,456,Item_456,255,77.03
Category7,457,Item_457,941,503.92
Category7,458,Item_458,641,97.37
Category7,459,Item_459,515,681.82
Category7,460,Item_460,157,292.76
Category7,461,Item_461,129,228.09
Category7,462,Item_462,174,58.55
Category7,463,Item_463,552,258.75
Category7,464,Item_464,509,863.42
Category7,465,Item_465,109,313.33
Category7,466,Item_466,473,587.75
Category7,467,Item_467,424,557.44
Category7,468,Item_468,477,322.96
Category7,469,Item_469,387,188.02
Category7,470,Item_470,341,546.48
Category7,471,Item_471,250,876.14
Category7,472,Item_472,21,867.89
Category7,473,Item_473,272,393.99
Category7,474,Item_474,577,167.87
Category7,475,Item_475,183,772.12
Category7,476,Item_476,570,211.74
Category7,477,Item_477,90,95.75
Category7,478,Item_478,516,839.77
Category7,479,Item_479,446,870.23
Category7,480,Item_480,9,531.27
Category7,481,Item_481,328,282.39
Category7,482,Item_482,610,897.37
Category7,483,Item_483,761,661.75
Category7,484,Item_484,274,408.34
Category7,485,Item_485,708,775.01
Category7,486,Item_486,735,23.7
Category7,487,Item_487,6,36.83
Category7,488,Item_488,705,604.83
Category7,489,Item_489,66,986.24
Category7,490,Item_490,481,328.57
Category7,491,Item_491,478,703.73
Category7,492,Item_492,637,590.91
Category7,493,Item_493,252,384.28
Category7,494,Item_494,665,555.01
Category7,495,Item_495,770,420.36
Category7,496,Item_496,515,828.49
Category7,497,Item_497,442,941.11
Category7,498,Item_498,39,253.82
Category7,499,Item_499,843,569.16
Category7,500,Item_500,362,624.05
Category7,501,Item_501,332,678.3
Category7,502,Item_502,696,743.18
Category7,503,Item_503,615,790.12
Category7,504,Item_504,797,684.09
Category7,505,Item_505,725,179.69
Category7,506,Item_506,922,130.99
Category7,507,Item_507,720,147.48
Category7,508,Item_508,282,646.21
Category7,509,Item_509,149,577.93
Category7,510,Item_510,812,33.61
Category7,511,Item_511,597,576.63
Category7,512,Item_512,168,849.99
Category7,513,Item_513,27,167.36
Category7,514,Item_514,931,242.75
Category7,515,Item_515,89,883.73
Category7,516,Item_516,214,296.99
Category7,517,Item_517,170,923.77
Category7,518,Item_518,832,137.75
Category7,519,Item_519,461,338.27
Category7,520,Item_520,232,457.93
Category7,521,Item_521,603,709.08
Category7,522,Item_522,349,513.62
Category7,523,Item_523,265,610.3
Category7,524,Item_524,153,62.15
Category7,525,Item_525,204,149.45
Category7,526,Item_526,445,27.93
Category7,527,Item_527,216,584.97
Category7,528,Item_528,294,338.48
Category7,529,Item_529,295,520.11
Category7,530,Item_530,293,44.75
Category7,531,Item_531,651,222.3
Category7,532,Item_532,295,701.88
Category7,533,Item_533,666,259.44
Category7,534,Item_534,248,534.87
Category7,535,Item_535,102,739.63
Category7,536,Item_536,908,969.54
Category7,537,Item_537,240,803.41
Category7,538,Item_538,607,775.71
Category7,539,Item_539,161,48.68
Category7,540,Item_540,29,572.25
Category7,541,Item_541,366,530.39
Category7,542,Item_542,380,8.37
Category7,543,Item_543,231,875.11
Category7,544,Item_544,239,758.8
Category7,545,Item_545,459,741.84
Category7,546,Item_546,377,713.9
Category7,547,Item_547,864,649.17
Category7,548,Item_548,995,148.83
Category7,549,Item_549,52,329.43
Category7,550,Item_550,32,555.29
Category7,551,Item_551,35,161.17
Category7,552,Item_552,863,351.31
Category7,553,Item_553,494,320.92
Category7,554,Item_554,144,116.29
Category7,555,Item_555,563,472.35
Category7,556,Item_556,671,396.85
Category7,557,Item_557,520,288.64
Category7,558,Item_558,392,343.63
Category7,559,Item_559,238,262.23
Category7,560,Item_560,914,184.1
Category7,561,Item_561,368,890.69
Category7,562,Item_562,294,499.6
Category7,563,Item_563,214,366.81
Category7,564,Item_564,21,375.76
Category7,565,Item_565,776,239.05
Category7,566,Item_566,849,215.89
Category7,567,Item_567,128,713.06
Category7,568,Item_568,975,604.86
Category7,569,Item_569,454,489.92
Category7,570,Item_570,666,110.49
Category7,571,Item_571,230,803.67
Category7,572,Item_572,658,19.14
Category7,573,Item_573,968,858.75
Category7,574,Item_574,122,303.01
Category7,575,Item_575,264,570.08
Category7,576,Item_576,652,533.61
Category7,577,Item_577,817,633.26
Category7,578,Item_578,672,991.8
Category7,579,Item_579,71,999.1
Category7,580,Item_580,723,946.9
Category7,581,Item_581,207,33.73
Category7,582,Item_582,698,163.98
Category7,583,Item_583,438,45.22
Category7,584,Item_584,595,849.82
Category7,585,Item_585,229,854.76
Category7,586,Item_586,232,612.35
Category7,587,Item_587,575,346.68
Category7,588,Item_588,312,581.71
Category7,589,Item_589,494,741.87
Category7,590,Item_590,106,900.64
Category7,591,Item_591,55,654.39
Category7,592,Item_592,740,113.19
Category7,593,Item_593,785,186.85
Category7,594,Item_594,125,348.89
Category7,595,Item_595,205,702.13
Category7,596,Item_596,732,598.14
Category7,597,Item_597,731,153.04
Category7,598,Item_598,793,940.84
Category7,599,Item_599,40,401.32
Category7,600,Item_600,517,402.28
Category7,601,Item_601,578,406.07
Category7,602,Item_602,670,947.35
Category7,603,Item_603,751,34.86
Category7,604,Item_604,141,272.27
Category7,605,Item_605,567,997.62
Category7,606,Item_606,731,387.43
Category7,607,Item_607,571,970.06
Category7,608,Item_608,223,230.43
Category7,609,Item_609,57,64.02
Category7,610,Item_610,304,72.15
Category7,611,Item_611,92,341.78
Category7,612,Item_612,1,176.71
Category7,613,Item_613,738,679.77
Category7,614,Item_614,865,185.44
Category7,615,Item_615,327,542.06
Category7,616,Item_616,968,637.08
Category7,617,Item_617,982,856.21
Category7,618,Item_618,918,370.06
Category7,619,Item_619,123,251.19
Category7,620,Item_620,227,703.73
Category7,621,Item_621,333,704.69
Category7,622,Item_622,718,483.08
Category7,623,Item_623,152,775.59
Category7,624,Item_624,882,711.86
Category7,625,Item_625,753,89.05
Category7,626,Item_626,414,397.05
Category7,627,Item_627,997,80.14
Category7,628,Item_628,842,111.79
Category7,629,Item_629,370,246.69
Category7,630,Item_630,181,99.61
Category7,631,Item_631,375,108.63
Category7,632,Item_632,153,64.83
Category7,633,Item_633,366,624.01
Category7,634,Item_634,979,728.92
Category7,635,Item_635,883,476.75
Category7,636,Item_636,723,100.33
Category7,637,Item_637,626,752.42
Category7,638,Item_638,743,554.39
Category7,639,Item_639,301,313.36
Category7,640,Item_640,164,497.84
Category7,641,Item_641,550,179.82
Category7,642,Item_642,476,205.15
Category7,643,Item_643,441,996.3
Category7,644,Item_644,583,880.38
Category7,645,Item_645,921,112.46
Category7,646,Item_646,189,121.41
Category7,647,Item_647,828,340.25
Category7,648,Item_648,414,149.95
Category7,649,Item_649,110,708.0
Category7,650,Item_650,797,788.58
Category7,651,Item_651,366,706.33
Category7,652,Item_652,522,46.25
Category7,653,Item_653,140,856.03
Category7,654,Item_654,731,467.09
Category7,655,Item_655,547,481.87
Category7,656,Item_656,616,279.98
Category7,657,Item_657,402,26.0
Category7,658,Item_658,273,898.53
Category7,659,Item_659,403,376.78
Category7,660,Item_660,884,24.54
Category7,661,Item_661,917,501.43
Category7,662,Item_662,156,385.8
Category7,663,Item_663,951,974.33
Category7,664,Item_664,736,220.73
Category7,665,Item_665,719,453.14
Category7,666,Item_666,442,520.2
Category7,667,Item_667,941,177.8
Category7,668,Item_668,826,402.21
Category7,669,Item_669,479,437.07
Category7,670,Item_670,86,954.25
Category7,671,Item_671,393,465.31
Category7,672,Item_672,358,840.1
Category7,673,Item_673,930,963.74
Category7,674,Item_674,708,418.05
Category7,675,Item_675,548,244.03
Category7,676,Item_676,933,400.05
Category7,677,Item_677,713,748.41
Category7,678,Item_678,939,554.06
Category7,679,Item_679,509,158.15
Category7,680,Item_680,308,241.67
Category7,681,Item_681,191,966.93
Category7,682,Item_682,6,685.89
Category7,683,Item_683,943,698.87
Category7,684,Item_684,779,72.21
Category7,685,Item_685,172,619.86
Category7,686,Item_686,826,169.68
Category7,687,Item_687,536,8.13
Category7,688,Item_688,995,697.55
Category7,689,Item_689,228,64.22
Category7,690,Item_690,862,504.73
Category7,691,Item_691,620,699.37
Category7,692,Item_692,666,981.59
Category7,693,Item_693,442,294.45
Category7,694,Item_694,402,166.29
Category7,695,Item_695,203,887.85
Category7,696,Item_696,543,237.9
Category7,697,Item_697,662,9.06
Category7,698,Item_698,310,856.45
Category7,699,Item_699,201,945.73
Category7,700,Item_700,96,448.35
Category7,701,Item_701,339,704.07
Category7,702,Item_702,90,692.13
Category7,703,Item_703,516,573.09
Category7,704,Item_704,815,939.47
Category7,705,Item_705,697,935.2
Category7,706,Item_706,728,361.65
Category7,707,Item_707,409,444.16
Category7,708,Item_708,851,570.07
Category7,709,Item_709,70,135.48
Category7,710,Item_710,913,349.87
Category7,711,Item_711,572,478.52
Category7,712,Item_712,419,926.63
Category7,713,Item_713,989,369.19
Category7,714,Item_714,635,375.54
Category7,715,Item_715,567,80.0
Category7,716,Item_716,376,258.98
Category7,717,Item_717,422,206.62
Category7,718,Item_718,243,52.37
Category7,719,Item_719,741,233.37
Category7,720,Item_720,53,960.42
Category7,721,Item_721,438,43.13
Category7,722,Item_722,156,75.09
Category7,723,Item_723,411,494.17
Category7,724,Item_724,623,592.69
Category7,725,Item_725,611,7.01
Category7,726,Item_726,386,721.51
Category7,727,Item_727,506,191.96
Category7,728,Item_728,119,65.12
Category7,729,Item_729,917,365.96
Category7,730,Item_730,856,449.91
Category7,731,Item_731,288,94.46
Category7,732,Item_732,99,545.48
Category7,733,Item_733,423,79.14
Category7,734,Item_734,387,921.85
Category7,735,Item_735,804,307.4
Category7,736,Item_736,925,575.44
Category7,737,Item_737,668,722.91
Category7,738,Item_738,699,725.64
Category7,739,Item_739,332,44.53
Category7,740,Item_740,125,826.01
Category7,741,Item_741,816,101.92
Category7,742,Item_742,345,447.27
Category7,743,Item_743,51,675.26
Category7,744,Item_744,819,615.84
Category7,745,Item_745,474,715.21
Category7,746,Item_746,666,866.88
Category7,747,Item_747,462,612.78
Category7,748,Item_748,287,298.74
Category7,749,Item_749,505,447.02
Category7,750,Item_750,554,144.24
Category7,751,Item_751,298,292.3
Category7,752,Item_752,600,757.0
Category7,753,Item_753,58,657.39
Category7,754,Item_754,811,570.83
Category7,755,Item_755,73,687.83
Category7,756,Item_756,228,71.96
Category7,757,Item_757,566,13.81
Category7,758,Item_758,612,879.82
Category7,759,Item_759,278,991.51
Category7,760,Item_760,391,302.72
Category7,761,Item_761,742,410.86
Category7,762,Item_762,970,243.2
Category7,763,Item_763,390,235.52
Category7,764,Item_764,42,883.38
Category7,765,Item_765,704,924.11
Category7,766,Item_766,651,285.05
Category7,767,Item_767,801,230.39
Category7,768,Item_768,216,275.08
Category7,769,Item_769,517,958.3
Category7,770,Item_770,146,179.33
Category7,771,Item_771,530,337.07
Category7,772,Item_772,822,156.8
Category7,773,Item_773,345,589.63
Category7,774,Item_774,650,111.27
Category7,775,Item_775,203,535.93
Category7,776,Item_776,659,947.6
Category7,777,Item_777,467,683.98
Category7,778,Item_778,621,179.79
Category7,779,Item_779,370,136.81
Category7,780,Item_780,801,670.2
Category7,781,Item_781,863,331.03
Category7,782,Item_782,197,309.95
Category7,783,Item_783,599,966.79
Category7,784,Item_784,851,120.2
Category7,785,Item_785,335,27.86
Category7,786,Item_786,487,40.57
Category7,787,Item_787,9,281.19
Category7,788,Item_788,452,452.5
Category7,789,Item_789,179,299.35
Category7,790,Item_790,144,82.15
Category7,791,Item_791,592,439.74
Category7,792,Item_792,859,156.76
Category7,793,Item_793,108,989.79
Category7,794,Item_794,105,799.2
Category7,795,Item_795,580,882.9
Category7,796,Item_796,484,381.55
Category7,797,Item_797,680,590.41
Category7,798,Item_798,397,361.37
Category7,799,Item_799,394,386.83
Category7,800,Item_800,641,692.79
Category7,801,Item_801,753,619.08
Category7,802,Item_802,608,134.92
Category7,803,Item_803,306,253.56
Category7,804,Item_804,380,885.63
Category7,805,Item_805,197,29.93
Category7,806,Item_806,632,679.91
Category7,807,Item_807,411,725.03
Category7,808,Item_808,267,363.74
Category7,809,Item_809,489,923.67
Category7,810,Item_810,179,766.66
Category7,811,Item_811,849,418.8
Category7,812,Item_812,897,920.56
Category7,813,Item_813,334,854.88
Category7,814,Item_814,352,509.12
Category7,815,Item_815,48,306.19
Category7,816,Item_816,581,472.62
Category7,817,Item_817,843,108.55
Category7,818,Item_818,609,690.62
Category7,819,Item_819,844,449.74
Category7,820,Item_820,789,582.17
Category7,821,Item_821,872,505.45
